"serialNumberInserv","system_companyName","system_model","updated","system_installDate","capacity_total_sizeTiB","capacity_total_freePct","capacity_byType_fc_sizeTiB","capacity_byType_nl_sizeTiB","capacity_byType_ssd_sizeTiB","capacity_total_dedupeRatio","virtualCapacity_byType_tdvv_vvCount","virtualCapacity_byType_tdvv_sizeTiB"
"778","Fagin","8200","2016-09-21 18:11:18","2016-02-08","139.58984375","46.581783294677734","104.6875","","34.90234375","1.2999999523162842","7","18.0"
"917","John Sublime","7200","2016-09-21 21:27:24","2014-07-31","101.125","41.109779357910156","87.1875","","13.9375","1.0","1","1.453125"
"3588","Texas Twister","8200","2016-09-21 19:12:15","2016-08-15","69.82421875","32.567832946777344","","","69.82421875","","",""
"2726","Master of Vengeance","7440c","2016-09-21 17:42:23","2015-09-21","1674.5625","82.18750762939453","314.0625","1025.4375","335.0625","1.7999999523162842","27","44.8546875"
"713","Black Dragon","7200c","2016-09-21 23:23:19","2015-06-23","20.90625","28.914424896240234","","","20.90625","1.2999999523162842","1","7.44140625"
"2656","Decay","7200","2016-09-21 21:55:34","2015-01-08","75.21875","27.526485443115234","68.25","","6.96875","1.2000000476837158","1","1.2"
"4223","Korg","8200","2016-09-21 20:25:57","2016-08-09","62.82421875","87.91581726074219","","","62.82421875","1.100000023841858","9","21.90234375"
"2326","Ruth Bat-Seraph","7200","2016-09-21 19:20:01","2015-05-04","27.875","10.818385124206543","","","27.875","1.600000023841858","10","23.4375"
"1132","Shriek","7200","2016-09-21 22:01:05","2014-09-09","45.359375","47.36479568481445","38.390625","","6.96875","2.0999999046325684","1","1.0546875"
"3477","Bonita Juarez","7200","2016-09-21 21:39:58","2014-10-16","32.4375","57.66497802734375","19.125","","13.3125","2.0","3","19.7859375"
"2043","Deadhead","7400","2016-09-21 17:55:33","2013-10-22","653.1953125","49.77634048461914","255.9375","183.328125","213.9296875","1.7000000476837158","18","54.140625"
"1738","Peter Petruski","8200","2016-09-21 17:17:43","2016-05-13","111.71875","62.924827575683594","","","111.71875","1.399999976158142","31","30.1453125"
"2990","Odin","7400","2016-09-21 22:50:29","2014-08-08","895.78125","68.84833526611328","435.09375","380.8125","79.875","1.2999999523162842","1","4.8"
"833","Blazing Skull","V800","2016-09-21 17:32:27","2012-10-23","2839.5","88.18955993652344","546.0","1353.75","939.75","1.399999976158142","95","159.2865234375"
"3345","Talia Josephine Wagner","7200c","2016-09-21 16:46:20","2015-03-04","48.86328125","11.463746070861816","","","48.86328125","1.2999999523162842","19","22.915429687499998"
"167","Black Queen","8200","2016-09-21 20:17:39","2016-02-11","319.25","30.118196487426758","122.0625","169.265625","27.921875","1.2999999523162842","2","3.52734375"
"1138","Thor","7400","2016-09-21 20:09:50","2015-01-23","511.875","9.0594482421875","204.75","253.875","53.25","1.2000000476837158","7","36.883593749999996"
"3647","Red Ghost","7400c","2016-09-21 16:24:30","2015-09-14","111.6875","52.52867889404297","","","111.6875","","",""
"4467","Kate Bishop","8200","2016-09-21 22:04:38","2016-03-29","13.9375","45.781951904296875","","","13.9375","1.399999976158142","4","6.9375"
"3227","Tanya Anderssen","8200","2016-09-21 22:54:34","2016-07-15","41.8828125","64.07852935791016","","","41.8828125","","",""
"592","Arcade","7200c","2016-09-21 16:27:07","2015-08-25","111.6875","56.32169723510742","","","111.6875","1.0","1","0.01171875"
"3368","Midgard Serpent","8200","2016-09-21 18:32:34","2015-10-16","115.109375","42.4782829284668","87.1875","","27.921875","1.0","8","3.113671875"
"381","Stature","7200","2016-09-21 23:02:02","2014-02-27","143.05078125","17.165014266967773","47.98828125","84.609375","10.453125","2.4000000953674316","3","5.56640625"
"628","Supercharger","7400","2016-09-21 21:37:29","2013-05-22","777.625","49.4627571105957","255.9375","507.75","13.9375","1.5","8","0.056249999999999994"
"2133","Madame Masque","7450","2016-09-21 17:32:02","2014-09-10","239.625","21.604394912719727","","","239.625","","",""
"1858","Payback","8200","2016-09-21 23:36:51","2016-04-19","55.84375","79.73209381103516","","","55.84375","1.600000023841858","3","9.601171875"
"3242","Shadow-Hunter","7450","2016-09-21 21:34:17","2015-05-28","223.375","31.887414932250977","","","223.375","1.0","15","48.975"
"793","Stacy X","7450","2016-09-21 16:52:39","2014-09-08","27.921875","9.757973670959473","","","27.921875","","",""
"3014","The Entity","8200","2016-09-21 16:32:25","2016-02-23","17.421875","33.890132904052734","","","17.421875","1.0","20","6.884765625"
"3587","Silvermane","7450","2016-09-21 23:24:10","2014-11-07","66.5625","40.404930114746094","","","66.5625","","",""
"2229","Huntara","7200c","2016-09-21 16:45:46","2016-01-20","6.96875","33.49215316772461","","","6.96875","1.100000023841858","1","2.4"
"3673","Puff Adder","8200","2016-09-21 16:26:17","2016-02-11","34.90234375","37.96866226196289","","","34.90234375","2.5999999046325684","14","16.1115234375"
"2156","Orb","8200","2016-09-21 20:05:46","2016-01-12","41.8828125","39.5122184753418","","","41.8828125","1.399999976158142","7","18.05859375"
"421","Geb","V400","2016-09-21 22:08:07","2014-05-06","244.28125","20.459415435791016","230.34375","","13.9375","1.899999976158142","6","5.4468749999999995"
"4316","Butterball","7400c","2016-09-21 19:37:35","2015-11-19","27.921875","73.18830871582031","","","27.921875","","",""
"1274","Tattoo","7450","2016-09-21 23:03:23","2015-01-21","53.25","30.237674713134766","","","53.25","3.799999952316284","13","42.0"
"543","Ereshkigal","7200c","2016-09-21 20:35:10","2015-09-30","217.68359375","66.3655014038086","","126.9375","90.74609375","1.399999976158142","9","31.8046875"
"1912","Doctor Minerva","8450","2016-09-21 16:06:49","2016-02-10","111.71875","49.65734100341797","","","111.71875","","",""
"345","Vector","7200","2016-09-21 19:36:43","2014-09-03","80.234375","16.31694221496582","52.3125","","27.921875","1.399999976158142","2","7.199999999999999"
"745","Keen Marlow","8450","2016-09-21 18:07:34","2016-04-01","34.90234375","28.60660171508789","","","34.90234375","","",""
"1120","Wind Dancer","8200","2016-09-21 17:30:04","2016-05-16","97.75390625","78.36763000488281","","","97.75390625","","",""
"2111","Franklin Hall","7440c","2016-09-21 23:44:01","2015-03-16","474.65625","73.78407287597656","139.5","","335.15625","1.7000000476837158","21","148.99921874999998"
"4281","Orb","7440c","2016-09-21 16:43:26","2015-07-15","39.9375","35.30907440185547","","","39.9375","","",""
"1765","Moondragon","8450","2016-09-21 20:20:04","2016-01-07","83.7890625","40.421913146972656","","","83.7890625","","",""
"2217","Amanda Sefton","8200","2016-09-21 22:17:14","2016-06-15","39.3515625","78.8614273071289","34.125","","5.2265625","1.2000000476837158","3","0.5625"
"1916","Attuma","7200c","2016-09-22 03:39:03","2015-07-15","62.71875","14.935226440429688","","","62.71875","1.600000023841858","16","93.6375"
"3171","Batwing","8400","2016-09-21 22:12:00","2015-11-26","69.82421875","13.8517484664917","","","69.82421875","","",""
"2082","Magma","8200","2016-09-21 19:45:54","2016-06-06","20.90625","40.90993881225586","","","20.90625","1.899999976158142","11","17.943749999999998"
"2876","In-Betweener","7200","2016-09-21 18:35:17","2013-04-05","107.03125","35.40693664550781","51.1875","","55.84375","1.2000000476837158","1","0.5859375"
"2618","Douglas Ramsey","8200","2016-09-21 23:17:30","2016-05-30","55.859375","35.821678161621094","","","55.859375","2.0","22","34.921875"
"3347","Stature","7400c","2016-09-21 20:24:13","2015-02-09","194.53125","42.178714752197266","127.96875","","66.5625","2.5999999046325684","2","3.7839843749999997"
"3563","Myron MacLain","7200c","2016-09-21 16:00:59","2015-09-24","55.84375","58.64228057861328","","","55.84375","1.0","1","0.64453125"
"516","Zarek","7200","2016-09-21 20:44:19","2013-01-15","349.0078125","20.826337814331055","307.125","","41.8828125","1.399999976158142","6","28.799999999999997"
"2600","Mark Todd","7200c","2016-09-21 21:06:33","2015-04-14","10.453125","12.985799789428711","","","10.453125","1.100000023841858","2","4.8"
"3179","Air-Walker","7200c","2016-09-21 19:54:38","2015-03-20","27.921875","71.5584716796875","","","27.921875","1.2999999523162842","3","9.0"
"4090","Gambit","8200","2016-09-21 17:24:25","2016-05-06","69.82421875","88.80559539794922","","","69.82421875","1.0","1","1.2"
"1257","Gazelle","7200","2016-09-21 16:26:29","2013-05-01","118.30859375","55.61957550048828","47.87109375","63.46875","6.96875","7.099999904632568","1","0.3515625"
"322","Sage","7200","2016-09-21 19:47:48","2014-05-22","116.09375","30.368438720703125","51.1875","63.46875","1.4375","","",""
"1875","Poltergeist","7200","2016-09-21 19:31:47","2013-11-25","45.359375","61.34602355957031","38.390625","","6.96875","","2","1.470703125"
"3611","Isbisa","7450","2016-09-21 16:24:16","2015-01-21","139.609375","63.05540084838867","","","139.609375","1.7000000476837158","13","52.171875"
"1496","Karla Sofen","7200","2016-09-21 23:01:21","2013-05-21","247.8046875","28.98499298095703","153.5625","","94.2421875","1.600000023841858","24","73.8"
"1107","Alfie O'Meggan","8200","2016-09-21 18:03:25","2016-04-14","223.4375","55.80681610107422","","","223.4375","1.399999976158142","22","195.6"
"1112","Karolina Dean","8400","2016-09-19 01:38:24","2016-03-03","195.453125","23.48009490966797","","","195.453125","2.5999999046325684","339","97.712109375"
"821","Flygirl","7200c","2016-09-21 18:41:45","2015-03-19","83.765625","13.675153732299805","","","83.765625","","",""
"1454","Patriot","8200","2016-09-21 19:10:56","2016-05-25","55.859375","59.23426818847656","","","55.859375","1.7999999523162842","4","19.2"
"1977","Madame MacEvil","7400","2016-09-21 20:05:57","2014-07-08","521.1875","29.884056091308594","409.5","","111.6875","1.7000000476837158","5","60.0"
"1232","Mys-Tech","8200","2016-09-21 18:55:23","2016-01-21","111.71875","21.463287353515625","","","111.71875","1.2999999523162842","26","84.50156249999999"
"124","Attuma","7440c","2016-09-21 18:48:55","2015-02-25","139.609375","12.78679370880127","","","139.609375","2.0","53","102.51328124999999"
"399","Storm","8450","2016-09-21 21:42:34","2016-04-29","670.3125","40.59382247924805","","","670.3125","1.7000000476837158","61","254.50312499999998"
"4143","Prester John","8200","2016-09-21 19:30:54","2015-11-12","41.8828125","36.09867858886719","","","41.8828125","1.399999976158142","4","19.2"
"2387","Klaatu","8440","2016-09-21 18:57:49","2016-04-28","111.6875","36.048545837402344","","","111.6875","","",""
"2812","Commando","8200","2016-09-21 23:53:49","2016-06-02","20.90625","61.537742614746094","","","20.90625","2.200000047683716","3","10.799999999999999"
"2055","Dominus","8200","2016-09-21 17:25:38","2016-04-18","83.765625","28.285301208496094","","","83.765625","","",""
"3916","Delilah","8440","2016-09-21 17:36:07","2016-04-22","893.75","62.392921447753906","","","893.75","","",""
"676","Silver","7400c","2016-09-21 21:17:11","2015-05-01","13.3125","43.03110122680664","","","13.3125","7.0","4","9.6"
"2680","Fly","8440","2016-09-21 16:55:28","2016-07-20","223.4375","89.50174713134766","","","223.4375","1.0","2","0.0234375"
"868","Jared Corbo","7450","2016-09-21 22:32:25","2014-12-17","125.6484375","43.41851806640625","","","125.6484375","2.299999952316284","36","68.576953125"
"782","Valkyrie","8440","2016-09-21 19:17:50","2015-11-09","343.28125","36.811561584472656","63.984375","","279.296875","1.2999999523162842","102","148.99921874999998"
"2654","Ikaris","7200","2016-09-21 19:10:37","2014-04-18","124.46875","42.82575988769531","68.625","","55.84375","1.2999999523162842","13","14.232421875"
"2302","Spirit of '76","7400","2016-09-21 18:16:20","2014-02-27","772.46875","25.03413200378418","716.625","","55.84375","1.5","7","33.6"
"4387","Puppet Master","7200c","2016-09-21 20:11:44","2015-08-04","20.90625","19.385276794433594","","","20.90625","","",""
"2568","Archenemy","8200","2016-09-21 17:31:31","2016-01-27","108.7109375","35.934242248535156","43.59375","56.40625","8.7109375","1.100000023841858","1","0.3515625"
"4331","Katie Power","8200","2016-09-21 21:53:59","2015-12-03","142.67578125","16.76249122619629","58.88671875","","83.7890625","1.2000000476837158","16","43.303125"
"1015","Jeanne-Marie Beaubier","7200c","2016-09-21 18:02:44","2015-06-17","13.9375","41.129486083984375","","","13.9375","","",""
"1804","Hyppokri","8450","2016-09-21 19:46:10","2016-02-08","279.296875","56.15244674682617","","","279.296875","1.2999999523162842","10","83.3859375"
"4065","Hit-Maker","8200","2016-09-21 22:01:30","2016-04-18","14.4921875","22.22372055053711","","","14.4921875","","",""
"1303","Ms. MODOK","7200","2016-09-21 21:07:25","2013-05-21","304.4296875","25.11676597595215","117.5625","169.21875","17.6484375","1.100000023841858","4","3.8929687499999996"
"3065","Scourge of the Underworld","7200c","2016-09-21 23:44:36","2015-06-18","48.1875","60.13699722290039","34.875","","13.3125","1.600000023841858","1","0.52734375"
"481","Eric Williams","7450c","2016-09-21 16:52:40","2015-01-30","837.65625","18.504711151123047","","","837.65625","","",""
"3121","Great Video","7400","2016-09-21 23:03:36","2014-06-11","109.9140625","63.25965118408203","95.9765625","","13.9375","2.799999952316284","30","7.3828125"
"2702","Wildside","7450","2016-09-21 20:50:48","2014-10-14","223.375","8.781302452087402","","","223.375","","",""
"3478","Timeshadow","7400c","2016-09-21 23:02:59","2015-09-08","83.765625","79.90113830566406","","","83.765625","1.5","8","28.799999999999997"
"1371","Space Phantom","7400","2016-09-21 19:16:33","2013-05-02","331.953125","42.60649871826172","51.0","169.265625","111.6875","1.5","22","50.446875"
"2549","Aardwolf","8200","2016-09-21 20:48:12","2016-04-28","83.755859375","85.98045349121094","52.34375","","31.412109375","3.700000047683716","1","9.6"
"4273","Forge","8200","2016-09-18 02:23:03","2016-08-03","20.90625","12.135650634765625","","","20.90625","","",""
"2197","Fearmaster","7400","2016-09-21 22:10:57","2014-12-23","81.69140625","28.5683536529541","60.78515625","","20.90625","1.2999999523162842","2","4.8"
"3008","Kl'rt","20450","2016-09-21 17:08:22","2016-05-04","558.59375","85.35034942626953","","","558.59375","1.399999976158142","52","65.455078125"
"2606","Doctor Minerva","8450","2016-09-21 23:34:05","2015-11-18","223.375","89.3694076538086","","","223.375","","",""
"4092","Urthona","7200c","2016-09-21 22:37:59","2015-09-07","13.9375","1.3312780857086182","","","13.9375","","",""
"2639","Hugh Jones","8400","2016-09-21 18:36:04","2015-11-25","335.15625","9.156760215759277","","","335.15625","","",""
"1231","Madame Menace","7450","2016-09-21 21:27:35","2013-10-03","169.1875","17.39702606201172","","","169.1875","","",""
"2776","Destroyer of Demons","8440","2016-09-21 17:19:09","2016-06-16","75.0078125","77.22372436523438","26.15625","","48.8515625","1.100000023841858","3","8.9859375"
"1577","Missing Link","8400","2016-09-21 20:34:47","2015-11-11","280.953125","62.846893310546875","","169.265625","111.6875","1.2999999523162842","21","105.6"
"3609","Shuma-Gorath","8200","2016-09-21 21:37:17","2016-04-20","184.0234375","81.39991760253906","","128.1796875","55.84375","1.2000000476837158","7","19.7296875"
"3969","Victor Mancha","7450","2016-09-21 17:45:22","2014-10-10","41.8125","68.00261688232422","","","41.8125","","",""
"3153","Smuggler","7450","2016-09-21 16:56:12","2015-01-14","335.0625","50.8143310546875","","","335.0625","1.100000023841858","56","134.4"
"188","Lament","7440c","2016-09-21 18:04:32","2015-07-09","3279.75","34.14501190185547","1255.5","1354.125","670.125","2.9000000953674316","11","156.0"
"1690","Kleinstocks","7450","2016-09-21 15:46:17","2015-11-02","83.765625","69.57190704345703","","","83.765625","1.7999999523162842","13","117.1359375"
"1269","Ariel","8200","2016-09-21 15:41:06","2016-02-29","83.7890625","68.81352233886719","","","83.7890625","1.399999976158142","28","15.948046875"
"2344","Perfection","7400c","2016-09-21 18:34:54","2015-07-21","409.96875","89.96636199951172","156.9375","169.265625","83.765625","1.399999976158142","13","8.1796875"
"815","Tantra","7400","2016-09-21 16:42:17","2013-12-16","762.40625","48.17728805541992","248.625","423.046875","90.734375","","",""
"99","Solo","7450c","2016-09-21 20:06:21","2015-09-15","223.4375","0.05856643617153168","","","223.4375","","",""
"1346","Chamber","8200","2016-09-21 17:19:17","2016-03-01","146.4375","63.44563293457031","104.625","","41.8125","1.7000000476837158","8","19.2"
"4493","Gargoyle","7200c","2016-09-21 19:58:36","2016-03-28","6.96875","0.476457417011261","","","6.96875","","",""
"1493","Fantomex","7200c","2016-09-21 23:42:15","2015-03-25","155.625","46.25","102.375","","53.25","1.100000023841858","6","19.2"
"450","Sleek","7200c","2016-09-21 21:52:06","2015-02-09","85.4375","40.33467483520508","78.46875","","6.96875","1.100000023841858","1","1.2"
"3858","Black King","8200","2016-09-21 19:51:51","2016-06-24","293.26171875","88.1332015991211","","","293.26171875","","",""
"3551","Commando","7200c","2016-09-21 17:33:36","2015-03-27","65.84375","67.42109680175781","55.390625","","10.453125","1.5","1","2.34375"
"2681","Baron Brimstone","7200c","2016-09-17 05:58:55","2015-03-25","49.4375","44.093711853027344","21.328125","21.140625","6.96875","1.5","2","1.323046875"
"1399","Rawhide Kid","7200","2016-09-21 22:18:29","2013-07-11","77.5546875","20.40646743774414","57.5859375","","19.96875","1.0","11","5.2734375"
"3561","Spellbinder","7200c","2016-09-21 20:32:06","2015-07-20","26.625","48.804283142089844","","","26.625","1.399999976158142","3","13.799999999999999"
"3496","Mutant Master","7400c","2016-09-21 19:36:26","2016-04-11","167.53125","51.88164520263672","","","167.53125","2.5999999046325684","2","4.8"
"1372","Herbert Edgar Wyndham","7200c","2016-09-21 21:23:56","2015-07-07","160.5","20.469480514526367","12.75","126.84375","20.90625","1.5","4","24.0"
"2493","Analyzer","8200","2016-09-21 23:17:09","2016-01-07","34.84375","28.906949996948242","","","34.84375","1.600000023841858","14","16.246875"
"897","Alyssa Moy","8400","2016-09-21 22:46:49","2016-03-08","125.68359375","10.463092803955078","","","125.68359375","1.2999999523162842","48","78.8859375"
"2425","Jubilee","7450","2016-09-21 19:22:59","2015-02-06","27.921875","42.01175308227539","","","27.921875","2.0999999046325684","10","12.0"
"3934","Y'Garon","7200","2016-09-21 22:27:03","2015-04-13","41.8828125","66.03711700439453","","","41.8828125","","",""
"4244","Conquistador","8200","2016-09-21 22:59:51","2016-08-16","167.578125","89.74708557128906","","","167.578125","","",""
"2121","Guardsman","7200c","2016-09-21 20:26:42","2015-05-28","62.82421875","22.704097747802734","","","62.82421875","1.399999976158142","6","32.578125"
"182","Lupo","7400c","2016-09-21 19:01:30","2015-07-18","325.96875","32.94207000732422","51.1875","253.875","20.90625","1.5","2","4.1015625"
"3544","Edward "Ned" Buckman","7200","2016-09-21 20:57:52","2014-01-17","13.9375","70.6137924194336","","","13.9375","","",""
"1559","Zarek","8200","2016-09-21 17:54:21","2016-02-17","48.86328125","66.99576568603516","","","48.86328125","1.2000000476837158","4","19.2"
"867","Marrina Smallwood","7450","2016-09-21 22:36:07","2014-08-20","698.125","60.80097579956055","","","698.125","1.899999976158142","62","321.755859375"
"593","Battlestar","7400","2016-09-21 21:45:58","2014-04-02","389.6640625","44.56914138793945","127.5","56.375","205.7890625","1.399999976158142","88","52.75546875"
"1006","Karen Page","7200c","2016-09-21 21:17:33","2015-08-20","97.75390625","22.54345703125","","","97.75390625","1.2999999523162842","25","40.31953125"
"1144","Magik","8440","2016-09-21 23:35:09","2015-10-13","502.734375","10.099067687988281","","","502.734375","1.2000000476837158","21","192.0375"
"420","Harold "Happy" Hogan","7400","2016-09-21 20:41:37","2014-11-18","169.1875","16.40884780883789","51.1875","56.375","61.625","1.399999976158142","3","2.4486328125"
"2809","Frank Simpson","8200","2016-09-21 17:14:25","2016-02-11","8.7109375","10.112107276916504","","","8.7109375","1.2000000476837158","1","4.8"
"1329","Titania","7200c","2016-09-21 21:57:19","2015-02-09","55.84375","31.288471221923828","","","55.84375","2.0999999046325684","3","33.09375"
"1839","Miguel Espinosa","7450","2016-09-21 12:56:49","2016-08-12","6.96875","11.406950950622559","","","6.96875","","",""
"3078","Photon","7200c","2016-09-21 21:49:59","2015-01-21","41.8828125","46.399925231933594","","","41.8828125","1.2999999523162842","6","14.399999999999999"
"3859","Gorilla-Man","7450","2016-09-21 18:04:28","2014-11-25","111.6875","12.192221641540527","","","111.6875","","",""
"4396","Tomorrow Man","20850","2016-09-21 20:00:30","2016-03-31","215.59375","25.106901168823242","","","215.59375","","",""
"3567","Ulik","8200","2016-09-21 22:20:18","2016-08-02","12.1953125","77.30621337890625","","","12.1953125","1.600000023841858","1","2.4"
"761","Rom the Spaceknight","7200","2016-09-21 22:51:59","2013-04-27","340.5234375","24.203889846801758","156.515625","169.21875","14.7890625","1.7999999523162842","1","1.2"
"4097","Melissa Gold","7450","2016-09-21 15:42:34","2013-09-30","28.984375","49.35983657836914","","","28.984375","","",""
"106","Negasonic Teenage Warhead","CH400","2016-09-21 17:12:20","2015-11-18","1005.46875","28.877235412597656","","","1005.46875","1.600000023841858","400","1461.71953125"
"2279","Purple Girl","8200","2016-09-21 22:43:11","2015-10-27","13.9375","46.84697341918945","","","13.9375","1.5","8","10.3125"
"1092","Karla Sofen","V400","2016-09-21 19:15:06","2011-12-01","234.3125","53.16334533691406","68.25","112.8125","53.25","2.700000047683716","2","9.6"
"2163","Brute III","7440c","2016-09-21 20:59:43","2015-11-02","820.3125","44.185237884521484","261.71875","","558.59375","1.2000000476837158","23","27.74296875"
"120","Marvel Girl","7200","2016-09-21 19:44:42","2014-05-23","154.125","43.82856750488281","38.390625","112.84375","2.890625","1.0","1","0.3"
"1626","Anelle","20800","2016-09-21 20:25:09","2016-04-11","558.59375","31.901397705078125","","","558.59375","1.899999976158142","31","268.8"
"53","Scintilla","8440","2016-09-21 21:45:45","2015-12-17","167.375","63.44053268432617","139.5","","27.875","2.299999952316284","2","0.3515625"
"3839","Dromedan","8200","2016-09-21 20:27:49","2015-10-31","13.9375","47.21132278442383","","","13.9375","1.399999976158142","5","5.4703124999999995"
"3963","Phoenix","7450c","2016-09-21 21:18:04","2015-06-18","335.0625","70.23468017578125","","","335.0625","","",""
"2994","Nightmare","7440c","2016-09-21 18:38:50","2016-03-31","223.375","89.39038848876953","","","223.375","","",""
"3922","New Goblin","8450","2016-09-21 21:24:34","2016-01-15","97.5625","20.623798370361328","","","97.5625","","",""
"3426","Schemer","8450","2016-09-21 23:26:16","2016-04-13","27.875","82.64434051513672","","","27.875","","",""
"2961","Doctor Minerva","8450","2016-09-21 20:09:28","2015-11-18","223.375","88.46617889404297","","","223.375","","",""
"1339","Winky Man","7200","2016-09-21 17:20:13","2015-05-19","49.0625","13.276274681091309","","21.140625","27.921875","1.2000000476837158","2","12.001171874999999"
"3512","Choice","7200c","2016-09-21 20:12:29","2015-06-30","140.296875","26.40605926513672","129.84375","","10.453125","1.100000023841858","1","0.09375"
"2970","James Sanders","8200","2016-09-21 20:38:23","2015-11-16","55.859375","26.695802688598633","","","55.859375","1.5","4","13.2"
"327","Johnny Blaze","8200","2016-09-21 16:05:26","2016-05-03","50.5625","37.573394775390625","43.59375","","6.96875","2.0999999046325684","4","4.8"
"2783","Thunderball","8200","2016-09-21 21:46:59","2016-07-19","27.921875","20.68410873413086","","","27.921875","1.2999999523162842","2","12.0"
"3983","Phoenix","7450c","2016-09-21 22:33:58","2015-06-15","335.0625","80.70906066894531","","","335.0625","","",""
"2475","Supercharger","8200","2016-09-21 19:34:51","2016-05-23","160.53125","51.821346282958984","104.6875","","55.84375","5.400000095367432","2","4.8"
"1703","Cutthroat","7200c","2016-09-21 21:31:49","2015-08-20","59.28125","64.71731567382812","52.3125","","6.96875","1.0","1","1.2"
"4309","Destroyer","7200c","2016-09-21 21:24:18","2015-09-24","10.453125","75.99028015136719","","","10.453125","1.100000023841858","2","2.4"
"2604","Xi'an Chi Xan","8200","2016-09-21 17:15:28","2016-04-04","34.90234375","53.385562896728516","","","34.90234375","1.100000023841858","3","24.001171875"
"3953","Fight-Man","7200c","2016-09-21 19:32:49","2015-07-23","10.453125","52.89611053466797","","","10.453125","2.5999999046325684","7","4.715625"
"606","Sabretooth","7200","2016-09-21 22:21:50","2014-10-29","79.109375","39.033180236816406","51.1875","","27.921875","1.399999976158142","4","12.0"
"490","Horus","7200c","2016-09-21 19:42:02","2015-09-23","75.89453125","26.97771453857422","67.18359375","","8.7109375","1.0","1","3.36005859375"
"3826","Bres","8200","2016-09-21 18:49:03","2016-04-13","167.578125","29.238927841186523","","","167.578125","","",""
"3438","Leonus","8440","2016-09-21 23:25:40","2016-02-27","34.90234375","29.876888275146484","","","34.90234375","","",""
"2490","Gorilla-Man","8450","2016-09-21 18:13:01","2015-10-23","69.8046875","81.48573303222656","","","69.8046875","","",""
"3074","Acrobat","7450c","2016-09-21 18:24:22","2015-10-14","372.75","19.612464904785156","","","372.75","","",""
"2202","Justine Hammer","7200c","2016-09-21 16:56:42","2015-08-12","418.6640625","86.35307312011719","78.515625","256.359375","83.7890625","1.7999999523162842","41","81.6"
"707","Satana","8200","2016-09-21 18:59:04","2016-04-19","119.203125","62.27716827392578","34.875","56.40625","27.921875","1.5","4","5.4515625"
"2385","Watcher","8200","2016-09-21 16:07:57","2016-01-28","55.84375","25.689002990722656","","","55.84375","1.7000000476837158","7","26.3015625"
"2738","Arkady Rossovich","8450","2016-09-21 22:55:53","2015-11-16","167.578125","68.7808837890625","","","167.578125","","",""
"2061","Atlas","7200c","2016-09-21 18:40:42","2015-06-10","142.7890625","51.013572692871094","51.1875","84.6328125","6.96875","1.600000023841858","1","0.5859375"
"1497","Kristoff Vernard","8450","2016-09-21 22:02:27","2016-04-27","83.7890625","34.46853256225586","","","83.7890625","1.5","13","33.6"
"804","James Dr. Power","7200c","2016-09-21 17:54:37","2015-09-12","86.828125","47.584129333496094","51.9375","","34.890625","1.5","1","19.2"
"1405","Lonnie Thompson Lincoln","7450c","2016-09-21 21:34:58","2015-05-18","223.375","11.4393892288208","","","223.375","","",""
"3901","Kismet Deadly","8200","2016-09-21 17:03:10","2016-03-01","15.6796875","52.74040603637695","","","15.6796875","","",""
"2225","Tyrannosaur","8200","2016-09-21 21:06:54","2016-01-29","48.8515625","60.29505920410156","","","48.8515625","1.5","1","12.0"
"2393","Stegron","8200","2016-09-21 23:46:45","2016-05-17","55.84375","49.76566696166992","","","55.84375","1.399999976158142","3","12.05859375"
"4267","Kismet Deadly","8200","2016-09-21 17:20:03","2016-04-01","15.6796875","54.98255920410156","","","15.6796875","","",""
"1275","Contemplator","8200","2016-09-21 18:41:15","2016-05-18","111.71875","15.555943489074707","","","111.71875","1.100000023841858","60","75.031640625"
"1308","Doctor Arthur Nagan","8400","2016-09-21 22:30:46","2016-06-28","113.37109375","59.849082946777344","78.46875","","34.90234375","5.599999904632568","3","18.0"
"2646","Patsy Walker","7450","2016-09-21 21:18:21","2015-06-19","26.625","67.3268814086914","","","26.625","1.2000000476837158","1","3.5999999999999996"
"2531","Indra","7200c","2016-09-21 19:50:59","2015-02-05","6.96875","2.6905829906463623","","","6.96875","","",""
"1452","Merlin","8440","2016-09-21 22:28:13","2016-03-04","544.62890625","59.81925582885742","","","544.62890625","1.600000023841858","289","346.911328125"
"3968","Virgo","8440","2016-09-21 22:55:56","2015-12-14","69.8046875","30.98488998413086","","","69.8046875","1.0","132","20.9947265625"
"2692","Titan","8450","2016-09-21 19:29:52","2016-03-30","111.6875","73.79337310791016","","","111.6875","3.700000047683716","27","124.801171875"
"1222","Falcon","8440","2016-09-21 18:16:28","2015-11-09","111.6875","20.89745330810547","","","111.6875","1.100000023841858","19","75.60117187499999"
"4178","Idunn","7450","2016-09-21 18:19:42","2014-09-11","13.9375","3.573430299758911","","","13.9375","","",""
"3507","Lucifer","7450c","2016-09-21 20:43:47","2015-09-11","83.765625","52.257041931152344","","","83.765625","3.5999999046325684","9","14.70703125"
"3124","Winter Soldier","8200","2016-09-21 21:07:23","2016-06-20","41.8828125","27.275693893432617","","","41.8828125","1.2999999523162842","3","12.384375"
"4287","Sentry","7450","2016-09-21 21:04:34","2014-06-05","6.96875","12.471973419189453","","","6.96875","","",""
"4015","Thane Ector","7450","2016-09-21 19:58:42","2014-10-25","502.59375","16.436222076416016","","","502.59375","","",""
